log_10_fold_change,log_2_fold_change,UniProt_Accession,Gene,Protein_Description,UniProt_ID,Alternate_Names,Mouse_Gene_ID,Cellular_Location,Functional_Class,Vehicle_Rep1_31579,Vehicle_Rep2_31581,Vehicle_Mean,Vehicle_SD,Vehicle_SD_Percent,Testosterone_Rep1_31578,Testosterone_Rep2_31580,Testosterone_Mean,Testosterone_SD,Testosterone_SD_Percent,Fold_Change,UniProt_Valid,UniProt_Standard_Format,UniProt_Extended_Format,Replicate_Completeness,FC_Type,Confidence_Level
2.3294671729369116,1.22,Q9DC11,PLXDC2,plexin domain containing 2,PLXDC2,"1200007L24Rik, 5430431D22Rik, AI646728, AU022916, AV231634",MGI:1270849,Extracellular Space,other,202230000.0,56622000.0,129426000.0,102960404.1950108,79.55156166072568,410920000.0,191940000.0,301430000.0,154842242.94423017,51.369221027844006,2.328975630862423,True,False,True,Complete,Normal,High
2.298989696069354,1.201,P82198,TGFBI,transforming growth factor beta induced,TGFBI,"68kDa, AI181842, AI747162, Beta-ig, big-h3",,Extracellular Space,other,222530000.0,820200000.0,521365000.0,422616509.91176385,81.05962423863586,183100000.0,2214900000.0,1199000000.0,1436699558.0148273,119.82481718222078,2.2997324331322586,True,True,True,Complete,Normal,High
2.270484204292129,1.183,P97298,SERPINF1,serpin family F member 1,SERPINF1,"AI195227, EPC-1, Pedf, Pedfl, Sdf3",,Extracellular Space,other,4781100000.0,10367000000.0,7574050000.0,3949827769.029936,52.149481044222526,5800700000.0,28591000000.0,17195850000.0,16115175675.275776,93.7154934200739,2.2703639400320834,True,True,True,Complete,Normal,High
2.270484204292129,1.183,Q8BME9,CBLN4,cerebellin 4 precursor,CBLN4,"C4, Ss",MGI:104772,Extracellular Space,other,137170000.0,42460000.0,89815000.0,66970083.24617792,74.56447502775474,267240000.0,140480000.0,203860000.0,89632855.58320676,43.96784831904579,2.2697767633468797,True,False,True,Complete,Normal,High
2.223758315034214,1.153,Q9CQ45,NENF,neudesin neurotrophic factor,NENF,"1110060M21Rik, SCIRP10, Spuf",MGI:103290,Extracellular Space,growth factor,39062000.0,346550000.0,192806000.0,217426849.9334891,112.76975298148872,518900000.0,338400000.0,428650000.0,127632774.00417183,29.775521755318284,2.22321919442341,True,False,True,Complete,Normal,High
5.098242509277049,2.35,Q9DAN8,CST12,cystatin 12,CRISP3,"AW324342, Aeg1, CRISP-1, SCP 1",MGI:107655,Extracellular Space,other,2644700000.0,5661500000.0,4153100000.0,2133199737.4835763,51.36403499755788,10906000000.0,2750900000.0,6828450000.0,5766526511.254414,84.44854265981905,1.6441814548168838,True,False,True,Complete,Normal,High
1.5422108254079407,0.625,P48759,PTX3,pentraxin 3,PTX3,"AI607804, TSG-14",MGI:103037,Extracellular Space,other,5435100000.0,3233100000.0,4334100000.0,1557049132.1727777,35.92554699182708,7786600000.0,5583700000.0,6685150000.0,1557685528.2758453,23.30068178389184,1.5424540273643894,True,True,True,Complete,Normal,High
1.525201653256284,0.609,P27106,AMH,anti-Mullerian hormone,AMH,MIS,MGI:87986,Extracellular Space,growth factor,14487000.0,11895000.0,13191000.0,1832820.7768355312,13.894479393795248,32591000.0,7637100.0,20114050.0,17645071.90705099,87.72510711194906,1.5248313243878402,True,True,True,Complete,Normal,High
1.4927783832969528,0.578,P11859,AGT,angiotensinogen,AGT,"AI265500, AngI, AngII, Aogen, Serpina8",MGI:1354949,Extracellular Space,growth factor,2943700000.0,3183100000.0,3063400000.0,169281363.41605946,5.5259307767859065,3501900000.0,5644500000.0,4573200000.0,1515046989.370296,33.12881547647809,1.4928510804987922,True,True,True,Complete,Normal,High
0.3370419329342642,-1.569,P28653,BGN,biglycan,BGN,"BG, DSPG1, PG-S1, PGI, SLRR1A",MGI:1096330,Extracellular Space,other,16575000000.0,45560000000.0,31067500000.0,20495490052.69208,65.97083786172715,19871000000.0,54053000000.0,36962000000.0,24170323994.51856,65.3923597059644,1.189732035084896,True,True,True,Complete,Normal,High
2.5526575376579057,1.352,P21460,CST3,cystatin C,CST12,"Aeg2, CRISP-3, CRS3, SGP28",MGI:1890077,Extracellular Space,other,17614000000.0,22952000000.0,20283000000.0,3774535997.973781,18.609357580110345,24423000000.0,21960000000.0,23191500000.0,1741604002.0624666,7.509665187945871,1.1433959473450672,True,True,True,Complete,Normal,High
